cluster_a,cluster_b,label_a,label_b,model_key,model_label,term_a,term_b,confidence,reasoning,n_alignable,barrier_assessment
2,6,polyethylene terephthalate pet,supply chain,llama_70b,Llama-3.1-70B,pyrolysis oil,single-use plastics,2,"Both terms relate to the production and consumption of plastics, but from different perspectives (conversion of plastics to oil vs. reduction of single-use plastics)",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
2,6,polyethylene terephthalate pet,supply chain,llama_70b,Llama-3.1-70B,catalytic pyrolysis,wastewater treatment,2,"Both terms involve processes that aim to break down or transform materials, although in different contexts (plastic conversion vs. water purification)",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
2,6,polyethylene terephthalate pet,supply chain,llama_70b,Llama-3.1-70B,molecular weight,microplastic pollution,1,"Both terms relate to the physical properties of plastics, but molecular weight is a specific property, while microplastic pollution is a broader environmental issue",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
2,6,polyethylene terephthalate pet,supply chain,llama_70b,Llama-3.1-70B,liquid fuel,climate change,1,"Both terms are related to energy production and consumption, but liquid fuel is a specific product, while climate change is a broader environmental impact",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
2,6,polyethylene terephthalate pet,supply chain,llama_70b,Llama-3.1-70B,calorific value,environmental impacts,1,"Both terms relate to the energy content and environmental effects of materials, but calorific value is a specific property, while environmental impacts is a broader concept",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
2,6,polyethylene terephthalate pet,supply chain,llama_70b,Llama-3.1-70B,activation energy,human health,1,"Both terms relate to the energy required for chemical reactions, but activation energy is a specific concept, while human health is a broader impact area",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
2,6,polyethylene terephthalate pet,supply chain,llama_70b,Llama-3.1-70B,pyrolysis process,marine debris,1,"Both terms relate to the breakdown or transformation of materials, but pyrolysis process is a specific technology, while marine debris is a broader environmental issue",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
2,6,polyethylene terephthalate pet,supply chain,llama_70b,Llama-3.1-70B,mass spectrometry,marine litter,1,"Both terms relate to analytical techniques, but mass spectrometry is a specific method, while marine litter is a broader environmental issue",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
2,6,polyethylene terephthalate pet,supply chain,llama_70b,Llama-3.1-70B,polyethylene terephthalate pet,marine environment,1,"Both terms relate to plastics, but polyethylene terephthalate pet is a specific material, while marine environment is a broader ecosystem",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
2,6,polyethylene terephthalate pet,supply chain,llama_70b,Llama-3.1-70B,supporting information,supply chain,1,"Both terms relate to the provision of additional information, but supporting information is a specific concept, while supply chain is a broader system",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
2,7,polyethylene terephthalate pet,marine debris,gpt4o,GPT-4o,pyrolysis oil,liquid fuel,4,"Both terms refer to products derived from the breakdown of materials, with pyrolysis oil being a type of liquid fuel obtained from the pyrolysis process.",5,"The vocabulary barrier is moderate, with some terms having clear connections, but many concepts are context-specific and require interdisciplinary understanding."
2,7,polyethylene terephthalate pet,marine debris,gpt4o,GPT-4o,catalytic pyrolysis,waste management,3,Catalytic pyrolysis is a method within waste management strategies aimed at converting waste into useful products.,5,"The vocabulary barrier is moderate, with some terms having clear connections, but many concepts are context-specific and require interdisciplinary understanding."
2,7,polyethylene terephthalate pet,marine debris,gpt4o,GPT-4o,polyethylene terephthalate pet,plastic packaging,3,"PET is a common material used in plastic packaging, linking the material to its application.",5,"The vocabulary barrier is moderate, with some terms having clear connections, but many concepts are context-specific and require interdisciplinary understanding."
2,7,polyethylene terephthalate pet,marine debris,gpt4o,GPT-4o,activation energy,recycling rate,2,"Activation energy is a concept in chemical processes that can influence the efficiency of recycling processes, indirectly affecting recycling rates.",5,"The vocabulary barrier is moderate, with some terms having clear connections, but many concepts are context-specific and require interdisciplinary understanding."
2,7,polyethylene terephthalate pet,marine debris,gpt4o,GPT-4o,molecular weight,sustainable development,1,"Molecular weight affects the properties of recycled materials, which can impact sustainable development goals, but the connection is indirect.",5,"The vocabulary barrier is moderate, with some terms having clear connections, but many concepts are context-specific and require interdisciplinary understanding."
2,7,polyethylene terephthalate pet,marine debris,claude_haiku,Claude Haiku,pyrolysis process,recycling rate,2,"Both measure efficiency of plastic conversion/recovery, though pyrolysis is a specific technical process while recycling rate is a broader policy metric. Partial overlap in measuring system effectiveness.",2,"Severe vocabulary barrier: Cluster A focuses on chemical engineering and material characterization (thermodynamic properties, analytical methods), while Cluster B emphasizes policy, governance, and systems-level sustainability metrics. Only 2 terms have meaningful functional equivalence; most represent fundamentally different disciplinary perspectives on plastic recycling."
2,7,polyethylene terephthalate pet,marine debris,claude_haiku,Claude Haiku,liquid fuel,circular economy,2,"Liquid fuel from pyrolysis represents a circular economy outcome (waste-to-energy/material), but they operate at different conceptual levels: one is a product, the other is a systems framework.",2,"Severe vocabulary barrier: Cluster A focuses on chemical engineering and material characterization (thermodynamic properties, analytical methods), while Cluster B emphasizes policy, governance, and systems-level sustainability metrics. Only 2 terms have meaningful functional equivalence; most represent fundamentally different disciplinary perspectives on plastic recycling."
2,7,polyethylene terephthalate pet,marine debris,claude_haiku,Claude Haiku,catalytic pyrolysis,waste management,2,Catalytic pyrolysis is a specific waste management technology/strategy. Functional relationship where one is a technical implementation of the broader category.,2,"Severe vocabulary barrier: Cluster A focuses on chemical engineering and material characterization (thermodynamic properties, analytical methods), while Cluster B emphasizes policy, governance, and systems-level sustainability metrics. Only 2 terms have meaningful functional equivalence; most represent fundamentally different disciplinary perspectives on plastic recycling."
2,7,polyethylene terephthalate pet,marine debris,claude_haiku,Claude Haiku,polyethylene terephthalate pet,plastic packaging,3,PET is a primary material for plastic packaging applications. Near-functional equivalence: PET is a specific instantiation of the packaging material category studied in policy contexts.,2,"Severe vocabulary barrier: Cluster A focuses on chemical engineering and material characterization (thermodynamic properties, analytical methods), while Cluster B emphasizes policy, governance, and systems-level sustainability metrics. Only 2 terms have meaningful functional equivalence; most represent fundamentally different disciplinary perspectives on plastic recycling."
2,7,polyethylene terephthalate pet,marine debris,claude_haiku,Claude Haiku,molecular weight,recycling rate,1,Weak analogy: molecular weight is a material property measured during technical analysis; recycling rate is a system-level performance metric. Minimal conceptual overlap.,2,"Severe vocabulary barrier: Cluster A focuses on chemical engineering and material characterization (thermodynamic properties, analytical methods), while Cluster B emphasizes policy, governance, and systems-level sustainability metrics. Only 2 terms have meaningful functional equivalence; most represent fundamentally different disciplinary perspectives on plastic recycling."
2,7,polyethylene terephthalate pet,marine debris,claude_haiku,Claude Haiku,activation energy,extended producer responsibility,1,Weak analogy: activation energy is a thermodynamic parameter; EPR is a policy mechanism. No meaningful scientific equivalence despite both being 'enabling' concepts in their domains.,2,"Severe vocabulary barrier: Cluster A focuses on chemical engineering and material characterization (thermodynamic properties, analytical methods), while Cluster B emphasizes policy, governance, and systems-level sustainability metrics. Only 2 terms have meaningful functional equivalence; most represent fundamentally different disciplinary perspectives on plastic recycling."
2,7,polyethylene terephthalate pet,marine debris,claude_haiku,Claude Haiku,calorific value,sustainable development,1,Weak analogy: calorific value is a measurable energy property; sustainable development is a normative framework. Tangentially related through energy recovery goals but fundamentally different concept types.,2,"Severe vocabulary barrier: Cluster A focuses on chemical engineering and material characterization (thermodynamic properties, analytical methods), while Cluster B emphasizes policy, governance, and systems-level sustainability metrics. Only 2 terms have meaningful functional equivalence; most represent fundamentally different disciplinary perspectives on plastic recycling."
2,7,polyethylene terephthalate pet,marine debris,claude_haiku,Claude Haiku,mass spectrometry,producer responsibility,1,Weak analogy: mass spectrometry is an analytical technique; producer responsibility is a governance mechanism. No direct conceptual equivalence.,2,"Severe vocabulary barrier: Cluster A focuses on chemical engineering and material characterization (thermodynamic properties, analytical methods), while Cluster B emphasizes policy, governance, and systems-level sustainability metrics. Only 2 terms have meaningful functional equivalence; most represent fundamentally different disciplinary perspectives on plastic recycling."
2,7,polyethylene terephthalate pet,marine debris,llama_70b,Llama-3.1-70B,polyethylene terephthalate pet,plastic packaging,4,"Both terms refer to a specific type of plastic material, with PET being a common type of plastic used in packaging",8,"The vocabulary barrier between these clusters is moderate, with some terms having clear equivalents or near-equivalents, but others requiring more context or explanation to establish a connection."
2,7,polyethylene terephthalate pet,marine debris,llama_70b,Llama-3.1-70B,pyrolysis oil,liquid fuel,4,Pyrolysis oil is a type of liquid fuel produced from the pyrolysis process,8,"The vocabulary barrier between these clusters is moderate, with some terms having clear equivalents or near-equivalents, but others requiring more context or explanation to establish a connection."
2,7,polyethylene terephthalate pet,marine debris,llama_70b,Llama-3.1-70B,catalytic pyrolysis,waste management,3,"Catalytic pyrolysis is a process used to manage waste plastics, and waste management is a broader field that encompasses various techniques, including pyrolysis",8,"The vocabulary barrier between these clusters is moderate, with some terms having clear equivalents or near-equivalents, but others requiring more context or explanation to establish a connection."
2,7,polyethylene terephthalate pet,marine debris,llama_70b,Llama-3.1-70B,activation energy,sustainable development,2,"Activation energy is a concept related to the energy required for chemical reactions, and sustainable development is a broader concept that encompasses energy efficiency and environmental sustainability",8,"The vocabulary barrier between these clusters is moderate, with some terms having clear equivalents or near-equivalents, but others requiring more context or explanation to establish a connection."
2,7,polyethylene terephthalate pet,marine debris,llama_70b,Llama-3.1-70B,mass spectrometry,recycling rate,1,"Mass spectrometry is an analytical technique used to study the composition of materials, and recycling rate is a metric used to evaluate the effectiveness of recycling programs, but there is a loose connection between the two concepts",8,"The vocabulary barrier between these clusters is moderate, with some terms having clear equivalents or near-equivalents, but others requiring more context or explanation to establish a connection."
2,7,polyethylene terephthalate pet,marine debris,llama_70b,Llama-3.1-70B,calorific value,liquid fuel,4,"Calorific value is a measure of the energy content of a fuel, and liquid fuel is a type of fuel that can be evaluated using calorific value",8,"The vocabulary barrier between these clusters is moderate, with some terms having clear equivalents or near-equivalents, but others requiring more context or explanation to establish a connection."
2,7,polyethylene terephthalate pet,marine debris,llama_70b,Llama-3.1-70B,pyrolysis process,waste management,3,"Pyrolysis process is a technique used to manage waste plastics, and waste management is a broader field that encompasses various techniques, including pyrolysis",8,"The vocabulary barrier between these clusters is moderate, with some terms having clear equivalents or near-equivalents, but others requiring more context or explanation to establish a connection."
2,7,polyethylene terephthalate pet,marine debris,llama_70b,Llama-3.1-70B,molecular weight,plastic packaging,2,"Molecular weight is a property of plastics, and plastic packaging is a type of product that can be made from plastics with varying molecular weights",8,"The vocabulary barrier between these clusters is moderate, with some terms having clear equivalents or near-equivalents, but others requiring more context or explanation to establish a connection."
2,7,polyethylene terephthalate pet,marine debris,llama_70b,Llama-3.1-70B,supporting information,extended producer responsibility,1,"Supporting information is a general term that can refer to various types of data, and extended producer responsibility is a policy concept that requires manufacturers to take responsibility for the waste generated by their products, but there is a loose connection between the two concepts",8,"The vocabulary barrier between these clusters is moderate, with some terms having clear equivalents or near-equivalents, but others requiring more context or explanation to establish a connection."
2,7,polyethylene terephthalate pet,marine debris,llama_70b,Llama-3.1-70B,liquid fuel,circular economy,2,"Liquid fuel is a type of product that can be produced from waste plastics, and circular economy is a broader concept that encompasses the idea of reducing waste and promoting recycling",8,"The vocabulary barrier between these clusters is moderate, with some terms having clear equivalents or near-equivalents, but others requiring more context or explanation to establish a connection."
3,4,mechanical properties,compressive strength,gpt4o,GPT-4o,mechanical properties,mechanical properties,5,Both clusters use this term to describe the overall physical characteristics of materials.,5,"The vocabulary barrier is moderate, with some shared concepts but distinct terminologies reflecting different material focuses."
3,4,mechanical properties,compressive strength,gpt4o,GPT-4o,tensile strength,tensile strength,5,Both clusters refer to the same property of a material's resistance to tension.,5,"The vocabulary barrier is moderate, with some shared concepts but distinct terminologies reflecting different material focuses."
3,4,mechanical properties,compressive strength,gpt4o,GPT-4o,impact strength,flexural strength,3,"Both terms describe a material's ability to withstand forces, though impact strength is for sudden forces and flexural strength for bending.",5,"The vocabulary barrier is moderate, with some shared concepts but distinct terminologies reflecting different material focuses."
3,4,mechanical properties,compressive strength,gpt4o,GPT-4o,differential scanning,water absorption,2,"Both relate to material analysis, with differential scanning calorimetry assessing thermal properties and water absorption assessing porosity and durability.",5,"The vocabulary barrier is moderate, with some shared concepts but distinct terminologies reflecting different material focuses."
3,4,mechanical properties,compressive strength,gpt4o,GPT-4o,injection molding,reinforced concrete,1,"Both terms relate to manufacturing processes, but for different materials and applications.",5,"The vocabulary barrier is moderate, with some shared concepts but distinct terminologies reflecting different material focuses."
3,4,mechanical properties,compressive strength,claude_haiku,Claude Haiku,mechanical properties,mechanical properties,5,Identical term appearing in both clusters as a superordinate concept encompassing all strength measurements.,4,"Moderate vocabulary barrier exists: Cluster A focuses on polymer processing and composite reinforcement (organic/synthetic), while Cluster B emphasizes concrete engineering and structural applications (inorganic/cementitious). Only core mechanical property terms and material classification concepts bridge these domains effectively."
3,4,mechanical properties,compressive strength,claude_haiku,Claude Haiku,tensile strength,tensile strength,5,Exact equivalent term present in both clusters; measures resistance to pulling/stretching forces.,4,"Moderate vocabulary barrier exists: Cluster A focuses on polymer processing and composite reinforcement (organic/synthetic), while Cluster B emphasizes concrete engineering and structural applications (inorganic/cementitious). Only core mechanical property terms and material classification concepts bridge these domains effectively."
3,4,mechanical properties,compressive strength,claude_haiku,Claude Haiku,impact strength,compressive strength,2,Both measure resistance to mechanical stress but via different loading modes (impact/dynamic vs. static compression); partial overlap in assessing material robustness.,4,"Moderate vocabulary barrier exists: Cluster A focuses on polymer processing and composite reinforcement (organic/synthetic), while Cluster B emphasizes concrete engineering and structural applications (inorganic/cementitious). Only core mechanical property terms and material classification concepts bridge these domains effectively."
3,4,mechanical properties,compressive strength,claude_haiku,Claude Haiku,tensile strength,flexural strength,3,Functional equivalents in different material contexts: tensile measures uniaxial pulling; flexural measures bending resistance. Both quantify material strength under load.,4,"Moderate vocabulary barrier exists: Cluster A focuses on polymer processing and composite reinforcement (organic/synthetic), while Cluster B emphasizes concrete engineering and structural applications (inorganic/cementitious). Only core mechanical property terms and material classification concepts bridge these domains effectively."
3,4,mechanical properties,compressive strength,claude_haiku,Claude Haiku,elongation break,water absorption,1,"Weak analogy: both are material property measurements, but elongation measures ductility while water absorption measures durability/degradation susceptibility.",4,"Moderate vocabulary barrier exists: Cluster A focuses on polymer processing and composite reinforcement (organic/synthetic), while Cluster B emphasizes concrete engineering and structural applications (inorganic/cementitious). Only core mechanical property terms and material classification concepts bridge these domains effectively."
3,4,mechanical properties,compressive strength,claude_haiku,Claude Haiku,polypropylene pp,reinforced concrete,2,Partial overlap as composite/engineered materials: PP is a polymer matrix; reinforced concrete is a composite. Both represent material systems with enhanced properties.,4,"Moderate vocabulary barrier exists: Cluster A focuses on polymer processing and composite reinforcement (organic/synthetic), while Cluster B emphasizes concrete engineering and structural applications (inorganic/cementitious). Only core mechanical property terms and material classification concepts bridge these domains effectively."
3,4,mechanical properties,compressive strength,claude_haiku,Claude Haiku,injection molding,properties concrete,1,Weak connection: injection molding is a processing method for polymers; concrete properties are material characteristics. Different levels of abstraction.,4,"Moderate vocabulary barrier exists: Cluster A focuses on polymer processing and composite reinforcement (organic/synthetic), while Cluster B emphasizes concrete engineering and structural applications (inorganic/cementitious). Only core mechanical property terms and material classification concepts bridge these domains effectively."
3,4,mechanical properties,compressive strength,claude_haiku,Claude Haiku,wood flour,fine aggregate,3,Functional equivalents as filler/reinforcement materials: wood flour reinforces polymers; fine aggregate reinforces concrete. Both are particulate additives enhancing composite properties.,4,"Moderate vocabulary barrier exists: Cluster A focuses on polymer processing and composite reinforcement (organic/synthetic), while Cluster B emphasizes concrete engineering and structural applications (inorganic/cementitious). Only core mechanical property terms and material classification concepts bridge these domains effectively."
3,4,mechanical properties,compressive strength,llama_70b,Llama-3.1-70B,mechanical properties,mechanical properties,5,"Identical term used in both clusters, referring to the properties of materials that describe their behavior under various types of mechanical stress.",10,"The vocabulary barrier between these clusters is moderate, with some identical terms and near-synonyms, but also many terms with different scopes or contexts, requiring careful consideration to establish meaningful alignments."
3,4,mechanical properties,compressive strength,llama_70b,Llama-3.1-70B,tensile strength,tensile strength,5,"Identical term used in both clusters, referring to the maximum stress a material can withstand while being stretched or pulled before failing or breaking.",10,"The vocabulary barrier between these clusters is moderate, with some identical terms and near-synonyms, but also many terms with different scopes or contexts, requiring careful consideration to establish meaningful alignments."
3,4,mechanical properties,compressive strength,llama_70b,Llama-3.1-70B,impact strength,compressive strength,3,"Both terms relate to a material's ability to withstand external forces, but 'impact strength' typically refers to resistance to sudden, high-force impacts, while 'compressive strength' refers to resistance to compressive forces.",10,"The vocabulary barrier between these clusters is moderate, with some identical terms and near-synonyms, but also many terms with different scopes or contexts, requiring careful consideration to establish meaningful alignments."
3,4,mechanical properties,compressive strength,llama_70b,Llama-3.1-70B,elongation break,flexural strength,2,"Both terms relate to a material's deformation under stress, but 'elongation break' refers to the point at which a material fails under tensile stress, while 'flexural strength' refers to a material's ability to withstand bending forces.",10,"The vocabulary barrier between these clusters is moderate, with some identical terms and near-synonyms, but also many terms with different scopes or contexts, requiring careful consideration to establish meaningful alignments."
3,4,mechanical properties,compressive strength,llama_70b,Llama-3.1-70B,differential scanning calorimetry,water absorption,1,"Both terms relate to material characterization techniques, but 'differential scanning calorimetry' is a thermal analysis technique, while 'water absorption' is a measure of a material's ability to absorb water.",10,"The vocabulary barrier between these clusters is moderate, with some identical terms and near-synonyms, but also many terms with different scopes or contexts, requiring careful consideration to establish meaningful alignments."
3,4,mechanical properties,compressive strength,llama_70b,Llama-3.1-70B,maleic anhydride,fine aggregate,1,"Both terms relate to additives or components used in material formulations, but 'maleic anhydride' is a chemical modifier, while 'fine aggregate' is a type of material used in concrete mixtures.",10,"The vocabulary barrier between these clusters is moderate, with some identical terms and near-synonyms, but also many terms with different scopes or contexts, requiring careful consideration to establish meaningful alignments."
3,4,mechanical properties,compressive strength,llama_70b,Llama-3.1-70B,wood flour,lightweight concrete,1,"Both terms relate to materials used in composite formulations, but 'wood flour' is a natural fiber additive, while 'lightweight concrete' is a type of concrete with reduced density.",10,"The vocabulary barrier between these clusters is moderate, with some identical terms and near-synonyms, but also many terms with different scopes or contexts, requiring careful consideration to establish meaningful alignments."
3,4,mechanical properties,compressive strength,llama_70b,Llama-3.1-70B,polypropylene pp,reinforced concrete,1,"Both terms relate to materials used in construction or manufacturing, but 'polypropylene pp' is a type of plastic, while 'reinforced concrete' is a composite material consisting of concrete and reinforcement.",10,"The vocabulary barrier between these clusters is moderate, with some identical terms and near-synonyms, but also many terms with different scopes or contexts, requiring careful consideration to establish meaningful alignments."
3,4,mechanical properties,compressive strength,llama_70b,Llama-3.1-70B,injection molding,properties concrete,1,"Both terms relate to manufacturing processes or material properties, but 'injection molding' is a process used to create plastic parts, while 'properties concrete' is a broad term referring to the characteristics of concrete.",10,"The vocabulary barrier between these clusters is moderate, with some identical terms and near-synonyms, but also many terms with different scopes or contexts, requiring careful consideration to establish meaningful alignments."
3,4,mechanical properties,compressive strength,llama_70b,Llama-3.1-70B,scanning calorimetry,strength concrete,1,"Both terms relate to material characterization techniques or properties, but 'scanning calorimetry' is a thermal analysis technique, while 'strength concrete' is a measure of a material's ability to withstand stress.",10,"The vocabulary barrier between these clusters is moderate, with some identical terms and near-synonyms, but also many terms with different scopes or contexts, requiring careful consideration to establish meaningful alignments."
3,5,mechanical properties,sustainable development,gpt4o,GPT-4o,mechanical properties,environmental impacts,2,"Both terms relate to the evaluation of materials, one in terms of physical performance and the other in terms of ecological consequences.",3,"The vocabulary barrier is significant, as the clusters focus on different aspects of plastic recycling, with one emphasizing material properties and the other on environmental and systemic impacts."
3,5,mechanical properties,sustainable development,gpt4o,GPT-4o,differential scanning,life cycle,1,"Differential scanning is a method to analyze material properties over time, while life cycle assesses the environmental impact over a product's lifespan; both involve temporal analysis but in different contexts.",3,"The vocabulary barrier is significant, as the clusters focus on different aspects of plastic recycling, with one emphasizing material properties and the other on environmental and systemic impacts."
3,5,mechanical properties,sustainable development,gpt4o,GPT-4o,injection molding,waste management,1,"Injection molding is a manufacturing process that can influence waste generation, while waste management deals with handling and reducing waste; they are indirectly related through production and waste reduction strategies.",3,"The vocabulary barrier is significant, as the clusters focus on different aspects of plastic recycling, with one emphasizing material properties and the other on environmental and systemic impacts."
3,5,mechanical properties,sustainable development,claude_haiku,Claude Haiku,mechanical properties,circular economy,3,Mechanical properties determine material reusability and recyclability potential; circular economy frameworks depend on understanding how material performance degrades through recycling cycles,7,"Moderate vocabulary barrier exists: Cluster A focuses on material-level performance metrics while Cluster B addresses system-level sustainability outcomes; however, meaningful bridges exist through material recyclability, lifecycle thinking, and waste stream characterization."
3,5,mechanical properties,sustainable development,claude_haiku,Claude Haiku,polypropylene pp,waste management,3,PP is a specific polymer material whose end-of-life handling and recovery is a central concern of waste management systems; material-specific waste streams require tailored management strategies,7,"Moderate vocabulary barrier exists: Cluster A focuses on material-level performance metrics while Cluster B addresses system-level sustainability outcomes; however, meaningful bridges exist through material recyclability, lifecycle thinking, and waste stream characterization."
3,5,mechanical properties,sustainable development,claude_haiku,Claude Haiku,injection molding,circular economy,2,"Injection molding represents the manufacturing stage in product lifecycle; circular economy encompasses the full lifecycle including manufacturing, use, and end-of-life phases",7,"Moderate vocabulary barrier exists: Cluster A focuses on material-level performance metrics while Cluster B addresses system-level sustainability outcomes; however, meaningful bridges exist through material recyclability, lifecycle thinking, and waste stream characterization."
3,5,mechanical properties,sustainable development,claude_haiku,Claude Haiku,tensile strength,environmental impacts,2,"Tensile strength degradation through recycling cycles directly correlates with environmental impacts of material loss, downcycling, and need for virgin material supplementation",7,"Moderate vocabulary barrier exists: Cluster A focuses on material-level performance metrics while Cluster B addresses system-level sustainability outcomes; however, meaningful bridges exist through material recyclability, lifecycle thinking, and waste stream characterization."
3,5,mechanical properties,sustainable development,claude_haiku,Claude Haiku,elongation break,life cycle,2,Elongation at break characterizes material performance at end-of-use phase; life cycle assessment tracks how this property changes across recycling iterations,7,"Moderate vocabulary barrier exists: Cluster A focuses on material-level performance metrics while Cluster B addresses system-level sustainability outcomes; however, meaningful bridges exist through material recyclability, lifecycle thinking, and waste stream characterization."
3,5,mechanical properties,sustainable development,claude_haiku,Claude Haiku,differential scanning calorimetry,waste management,2,DSC characterizes thermal properties used to identify and sort polymer waste streams; thermal analysis is a technical tool supporting waste management classification,7,"Moderate vocabulary barrier exists: Cluster A focuses on material-level performance metrics while Cluster B addresses system-level sustainability outcomes; however, meaningful bridges exist through material recyclability, lifecycle thinking, and waste stream characterization."
3,5,mechanical properties,sustainable development,claude_haiku,Claude Haiku,impact strength,circular economy,2,Impact strength determines product durability and resilience; durability is a key design principle in circular economy models to extend product lifecycles,7,"Moderate vocabulary barrier exists: Cluster A focuses on material-level performance metrics while Cluster B addresses system-level sustainability outcomes; however, meaningful bridges exist through material recyclability, lifecycle thinking, and waste stream characterization."
3,5,mechanical properties,sustainable development,claude_haiku,Claude Haiku,wood flour,municipal solid waste,2,Wood flour represents a bio-based filler in composite recycling; municipal solid waste includes composite materials and bio-based waste streams requiring integrated management,7,"Moderate vocabulary barrier exists: Cluster A focuses on material-level performance metrics while Cluster B addresses system-level sustainability outcomes; however, meaningful bridges exist through material recyclability, lifecycle thinking, and waste stream characterization."
3,5,mechanical properties,sustainable development,claude_haiku,Claude Haiku,maleic anhydride,waste management,1,Maleic anhydride is a chemical additive used to improve recycled polymer properties; weakly related to waste management as a technical intervention in material recovery,7,"Moderate vocabulary barrier exists: Cluster A focuses on material-level performance metrics while Cluster B addresses system-level sustainability outcomes; however, meaningful bridges exist through material recyclability, lifecycle thinking, and waste stream characterization."
3,5,mechanical properties,sustainable development,claude_haiku,Claude Haiku,scanning calorimetry,greenhouse gas,1,Thermal analysis characterizes material properties; greenhouse gas emissions are an environmental impact metric; only tangentially related through energy consumption in analysis,7,"Moderate vocabulary barrier exists: Cluster A focuses on material-level performance metrics while Cluster B addresses system-level sustainability outcomes; however, meaningful bridges exist through material recyclability, lifecycle thinking, and waste stream characterization."
3,5,mechanical properties,sustainable development,llama_70b,Llama-3.1-70B,mechanical properties,environmental impacts,2,"Both terms relate to the performance and effects of materials, but 'mechanical properties' focuses on physical characteristics, while 'environmental impacts' considers the broader ecological consequences.",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
3,5,mechanical properties,sustainable development,llama_70b,Llama-3.1-70B,polypropylene pp,municipal solid,2,"Both terms are related to types of waste, but 'polypropylene pp' refers to a specific plastic material, while 'municipal solid' encompasses a broader category of waste.",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
3,5,mechanical properties,sustainable development,llama_70b,Llama-3.1-70B,injection molding,waste management,2,"Both terms are related to the processing and handling of materials, but 'injection molding' is a specific manufacturing technique, while 'waste management' is a broader concept that includes disposal and recycling.",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
3,5,mechanical properties,sustainable development,llama_70b,Llama-3.1-70B,differential scanning calorimetry,life cycle,1,"Both terms are related to the analysis of materials, but 'differential scanning calorimetry' is a specific analytical technique, while 'life cycle' refers to the overall lifespan of a product or material.",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
3,5,mechanical properties,sustainable development,llama_70b,Llama-3.1-70B,maleic anhydride,greenhouse gas,1,"Both terms are related to chemical compounds, but 'maleic anhydride' is a specific additive used in plastics, while 'greenhouse gas' refers to a broader category of environmentally significant gases.",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
3,5,mechanical properties,sustainable development,llama_70b,Llama-3.1-70B,wood flour,food waste,1,"Both terms are related to organic materials, but 'wood flour' is a specific type of filler used in composites, while 'food waste' refers to a broader category of organic waste.",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
3,5,mechanical properties,sustainable development,llama_70b,Llama-3.1-70B,impact strength,climate change,1,"Both terms are related to the effects of materials on the environment, but 'impact strength' refers to a specific mechanical property, while 'climate change' is a broader concept that encompasses global environmental changes.",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
3,5,mechanical properties,sustainable development,llama_70b,Llama-3.1-70B,elongation break,developing countries,1,"Both terms are related to the context in which materials are used, but 'elongation break' refers to a specific mechanical property, while 'developing countries' refers to a broader category of nations with specific economic and environmental challenges.",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
3,5,mechanical properties,sustainable development,llama_70b,Llama-3.1-70B,tensile strength,circular economy,1,"Both terms are related to the performance and sustainability of materials, but 'tensile strength' refers to a specific mechanical property, while 'circular economy' is a broader concept that encompasses sustainable production and consumption patterns.",10,"The vocabulary barrier between these clusters is moderate, with some terms showing partial overlap or functional equivalence, but many others being only loosely related or having different scopes."
